,BlobID,Compound.Name,Library Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Overlap_Class,Overlap_Class1,influence_type_1,influence_type_2,assigned_cluster_1,assigned_cluster_2
1184,7,1128_1901_fb_add_blob_7,amz_lib_1128_1901_fb_add,C18 Acid,944,944,2279.032258,2280,"Stearic acid, TMS derivative",897,898,2246,C21H44O2Si,356,myrc_ox_L_blob_569,760,773,2275,NA,Unclustered,NA,NA,NA,NA
87,900,1221_0832_blob_900,amz_lib_1221_0832,C7 acid,459,502,1795.121951,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",651,667,NA,C12H25FO2Si2,276,limonox_L_blob_550,754,777,1791,NA,Common_Class,NA,NA,5,7
864,953,1202_0046_blob_953,amz_lib_1202_0046,beta-nocaryophyllone aldehyde,442,484,1758.536585,1757,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,681,NA,C13H26BNO6Si,331,limonox_S_blob_691,743,803,1758,NA,Common_Class,NA,NA,3,5
331,1058,1221_0832_blob_1058,amz_lib_1221_0832,pinic acid 1,520,597,1681.707317,1692,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",639,640,NA,C13H26BNO6Si,331,myrc_ox_L_blob_691,741,759,1677,NA,Common_Class,NA,NA,3,7
1021,1770,1129_1334_blob_1770,amz_lib_1129_1334,nonanol,212,247,1313.511045,1305,"3-Pentenoic acid, 4-methyl-",683,800,1011,C6H10O2,114,apin_ox_S_blob_672,739,815,1296,NA,Unclustered,NA,NA,NA,NA
1263,789,1128_1901_blob_789,amz_lib_1128_1901,C8 acid,548,567,1275.050207,1280,"Diethylene glycol, 2TMS derivative",781,872,1233,C10H26O3Si2,250,limonox_S_blob_619,735,816,1259,NA,Unclustered,NA,NA,NA,NA
39,672,1221_2326_blob_672,amz_lib_1221_2326,C7 acid,265,360,1654.878049,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",634,644,NA,C16H50O7Si8,578,limonox_S_blob_787,717,722,1657,NA,Common_Class,NA,NA,4,5
340,1022,1221_0832_blob_1022,amz_lib_1221_0832,bisabolol,520,537,1768.292683,1770,Epimethendiol-diOTMS,641,672,NA,C26H48O2Si2,448,limonox_L_blob_6,716,719,1768,NA,Common_Class,NA,NA,8,7
1450,1191,1128_1901_blob_1191,amz_lib_1128_1901,MBTCA,428,470,1774.545455,1776,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",615,620,NA,C13H26BNO6Si,331,limonox_L_blob_637,708,720,1774,NA,Common_Class,NA,NA,8,7
705,767,1202_1412_blob_767,amz_lib_1202_1412,C7 acid,381,506,1893.959732,NA,"Benzeneacetic acid, a-(7-t-butyldimethylsilyloxyheptanoyloxy)-, methyl ester",622,677,NA,C22H36O5Si,408,limonox_L_blob_564,694,710,1893,NA,Common_Class,NA,NA,3,7
641,979,1205_0335_blob_979,amz_lib_1205_0335,C7 acid,460,553,1597.814208,NA,"9-Decen-1-ol, TBDMS derivative",619,648,1583,C16H34OSi,270,myrc_ox_L_blob_754,691,727,1588,NA,Unclustered,NA,NA,NA,NA
1265,784,1128_1901_blob_784,amz_lib_1128_1901,C7 acid,433,491,1569.565217,NA,"2-Hydroxycyclohexane-1-carboxylic acid, bis(trimethylsilyl) deriv.",742,799,NA,C13H28O3Si2,288,myrc_ox_L_blob_682,689,699,1567,NA,Common_Class,NA,NA,3,1
104,873,1221_0832_blob_873,amz_lib_1221_0832,C7 acid,524,604,1812.080537,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",673,775,NA,C15H30O5Si,318,myrc_ox_L_blob_801,683,731,1819,NA,Common_Class,NA,NA,7,7
964,964,1129_1334_blob_964,amz_lib_1129_1334,Humulene,424,438,1485.869565,1490,[4-({[tert-Butyl(dimethyl)silyl]oxy}methyl)cyclohexyl]methanol,701,760,NA,C14H30O2Si,258,limonox_S_blob_635,681,683,1481,NA,SeasonUnique,NA,NA,1,NA
162,746,1221_0832_blob_746,amz_lib_1221_0832,farnesol,597,622,1826.845638,1832,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",625,647,NA,C18H34OSi,294,limonox_S_blob_871,676,701,1824,NA,Common_Class,NA,NA,8,7
234,45,1221_0832_blob_45,amz_lib_1221_0832,C7 acid,442,502,1902.013423,NA,Trimethylsilyl (3Z)-7-oxo-3-{2-[(trimethylsilyl)oxy]ethylidene}-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylate,663,670,NA,C14H25NO5Si2,343,limonox_S_blob_690,676,685,1898,NA,Common_Class,NA,NA,8,7
1179,1032,1128_2052_blob_1032,amz_lib_1128_2052,beta-nocaryophyllone aldehyde,513,532,1751.515152,1757,"1-Methyl-6-(3-methylbuta-1,3-dienyl)-7-oxabicyclo[4.1.0]heptane",732,757,NA,C12H18O,178,bcp_ox_L_blob_702,676,690,1761,NA,Common_Class,NA,NA,7,6
337,1029,1221_0832_blob_1029,amz_lib_1221_0832,"2-Ketoglutaric acid, tri-TMS",508,529,1629.268293,1629,"3-Octen-2-ol, (E)-, TMS derivative",634,710,NA,C11H24OSi,200,apin_ox_L_blob_530,675,691,1629,NA,Common_Class,NA,NA,1,8
1031,1666,1129_1334_blob_1666,amz_lib_1129_1334,C7 acid,381,402,1234.194985,NA,"Sulfuric acid, 2TMS derivative",782,830,1169,C6H18O4SSi2,242,apin_ox_L_blob_555,672,807,1217,NA,Unclustered,NA,NA,NA,NA
63,965,1221_0832_blob_965,amz_lib_1221_0832,"2-Ketoglutaric acid, tri-TMS",529,608,1640.243902,1629,"1,7-Heptanediol, 2TMS derivative",685,775,NA,C13H32O2Si2,276,apin_ox_S_blob_656,663,698,1630,NA,Common_Class,NA,NA,3,1
1498,1073,1128_1901_blob_1073,amz_lib_1128_1901,C7 acid,466,540,1536.956522,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",633,654,NA,C13H29BO5Si2,332,myrc_ox_L_blob_609,662,680,1543,NA,Common_Class,NA,NA,1,7
1257,802,1128_1901_blob_802,amz_lib_1128_1901,C7 acid,378,437,1595.652174,NA,"?-D-Glucopyranoside, methyl-4-O-decyl-",609,613,NA,C17H34O6,334,myrc_ox_L_blob_754,660,669,1588,NA,Common_Class,NA,NA,8,7
1205,964,1128_1901_blob_964,amz_lib_1128_1901,C7 acid,535,634,1681.212121,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",659,773,NA,C15H30O5Si,318,limonox_S_blob_720,658,678,1675,NA,SeasonUnique,NA,NA,1,NA
72,941,1221_0832_blob_941,amz_lib_1221_0832,C7 acid,515,565,1891.275168,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",676,718,NA,C15H30O4Si,302,limonox_S_blob_725,652,670,1893,NA,Common_Class,NA,NA,4,7
284,1202,1221_0832_blob_1202,amz_lib_1221_0832,C7 acid,450,496,1665.853659,NA,6-Dimethyl(trimethylsilyl)silyloxytetradecane,623,695,NA,C19H44OSi2,344,myrc_ox_L_blob_591,652,684,1671,NA,Common_Class,NA,NA,4,7
100,880,1221_0832_blob_880,amz_lib_1221_0832,C7 acid,485,548,1806.711409,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",676,697,NA,C18H34OSi,294,limonox_S_blob_931,651,696,1809,NA,Common_Class,NA,NA,4,7
102,876,1221_0832_blob_876,amz_lib_1221_0832,pinic acid 2,467,559,1710.97561,1697,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",637,666,NA,C14H30O2Si2,286,limonox_S_blob_1120,651,668,1718,NA,Common_Class,NA,NA,8,7
957,1025,1202_0046_blob_1025,amz_lib_1202_0046,pinonic acid,557,608,1554.098361,1550,"?-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",648,691,NA,C12H27BO5Si2,318,myrc_ox_L_blob_660,651,744,1549,NA,Common_Class,NA,NA,3,7
65,954,1221_0832_blob_954,amz_lib_1221_0832,C7 acid,392,505,1897.986577,NA,"2-Isopropyl-3-ketobutyrate, bis(O-trimethylsilyl)-",615,673,NA,C13H28O3Si2,288,limonox_S_blob_725,650,667,1893,NA,Common_Class,NA,NA,8,7
75,934,1221_0832_blob_934,amz_lib_1221_0832,C7 acid,431,462,1601.219512,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",614,742,NA,C11H26O2Si2,246,limonox_S_blob_730,650,669,1595,NA,Common_Class,NA,NA,3,7
1222,903,1128_1901_blob_903,amz_lib_1128_1901,pinonic acid,577,594,1547.826087,1550,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",655,673,NA,C15H30O4Si,302,myrc_ox_L_blob_609,650,669,1543,NA,Common_Class,NA,NA,3,7
1408,1333,1128_1901_blob_1333,amz_lib_1128_1901,"2-Ketoglutaric acid, tri-TMS",486,520,1624.242424,1629,"7-Trimethylsilyloxy-7-methyloctanoic acid, trimethylsilyl ester",636,712,NA,C15H34O3Si2,318,myrc_ox_L_blob_742,650,729,1614,NA,SeasonUnique,NA,NA,3,NA
159,749,1221_0832_blob_749,amz_lib_1221_0832,pinic acid 2,563,597,1700,1697,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",674,706,NA,C11H22B2O6Si,300,limonox_S_blob_648,648,676,1709,NA,Common_Class,NA,NA,7,6
1296,645,1128_1901_blob_645,amz_lib_1128_1901,C8 acid,492,559,1271.248594,1280,"1,3-Butanediol, 2TMS derivative",742,774,NA,C10H26O2Si2,234,limonox_S_blob_619,648,717,1259,NA,Unclustered,NA,NA,NA,NA
1461,1158,1128_1901_blob_1158,amz_lib_1128_1901,C7 acid,488,570,1730.909091,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",681,701,NA,C15H30O4Si,302,limonox_S_blob_593,648,650,1732,NA,Common_Class,NA,NA,8,7
438,1258,1213_2145_blob_1258,amz_lib_1213_2145,C7 acid,470,544,1659.756098,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",649,659,NA,C13H26BNO6Si,331,apin_ox_L_blob_551,647,689,1667,NA,Common_Class,NA,NA,3,7
356,840,1216_0703_blob_840,amz_lib_1216_0703,C7 acid,485,496,1364.596174,NA,"1-Penten-3-one, 4(R)-t-butyldimethylsilyloxy-",701,712,NA,C11H22O2Si,214,limonox_L_blob_629,646,664,1355,NA,Unclustered,NA,NA,NA,NA
1083,1352,1129_1334_blob_1352,amz_lib_1129_1334,"2-Ketoglutaric acid, tri-TMS",486,520,1625.454545,1629,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",620,688,NA,C13H29BO5Si2,332,limonox_L_blob_559,645,675,1632,NA,SeasonUnique,NA,NA,1,NA
308,1123,1221_0832_blob_1123,amz_lib_1221_0832,C7 acid,479,554,1770.731707,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",657,677,NA,C11H22B2O6Si,300,limonox_S_blob_790,644,684,1768,NA,SeasonUnique,NA,NA,4,NA
1380,1459,1128_1901_blob_1459,amz_lib_1128_1901,C7 acid,452,560,1682.424242,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",649,682,NA,C13H26BNO6Si,331,limonox_L_blob_554,644,676,1678,NA,SeasonUnique,NA,NA,5,NA
79,920,1221_0832_blob_920,amz_lib_1221_0832,C7 acid,549,625,1717.073171,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",665,704,NA,C15H30O4Si,302,myrc_ox_L_blob_709,642,675,1709,NA,Common_Class,NA,NA,8,7
329,1064,1221_0832_blob_1064,amz_lib_1221_0832,C7 acid,466,521,1962.416107,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",663,687,NA,C18H34OSi,294,limonox_S_blob_685,642,669,1963,NA,Common_Class,NA,NA,3,7
1468,1140,1128_1901_blob_1140,amz_lib_1128_1901,C9 Diacid (azelaic acid),308,504,1845.637584,1822,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1a,1aa,2a,5?,5a?,6?,8aa,9a,10aa)]-",664,665,NA,C20H28O6,364,bcp_ox_L_blob_649,642,647,1839,NA,Common_Class,NA,NA,4,5
46,992,1221_0832_blob_992,amz_lib_1221_0832,C7 acid,507,569,1820.134228,NA,"(2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",650,722,NA,C15H32O5Si,320,myrc_ox_L_blob_801,641,681,1819,NA,Common_Class,NA,NA,5,7
89,898,1221_0832_blob_898,amz_lib_1221_0832,farnesol,595,667,1838.926174,1832,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",648,671,NA,C13H27Cl3O4Si2,408,limonox_L_blob_611,641,702,1835,NA,Common_Class,NA,NA,8,7
1366,1517,1128_1901_blob_1517,amz_lib_1128_1901,C7 acid,398,512,1900.671141,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",667,711,NA,C13H26BNO6Si,331,limonox_S_blob_725,640,704,1893,NA,SeasonUnique,NA,NA,3,NA
1178,1065,1128_2052_blob_1065,amz_lib_1128_2052,C18,80,480,1869.798658,1830,"Octanedioic acid, 4-isopropyl-, dimethyl ester",621,651,NA,C13H24O4,244,bcp_ox_L_blob_654,638,668,1864,NA,SeasonUnique,NA,NA,5,NA
149,777,1221_0832_blob_777,amz_lib_1221_0832,C7 acid,557,604,1746.341463,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",668,733,NA,C15H30O5Si,318,limonox_S_blob_888,637,662,1750,NA,Common_Class,NA,NA,3,7
276,1224,1221_0832_blob_1224,amz_lib_1221_0832,C7 acid,448,556,1852.348993,NA,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",634,645,NA,C14H31BO6Si2,362,limonox_S_blob_823,636,703,1843,NA,SeasonUnique,NA,NA,5,NA
1479,1113,1128_1901_blob_1113,amz_lib_1128_1901,C7 acid,528,562,1567.391304,NA,"2-Hydroxyisocaproic acid, TMS derivative",690,725,NA,C9H20O3Si,204,apin_ox_S_blob_572,636,655,1565,NA,Common_Class,NA,NA,1,7
24,862,1221_2326_blob_862,amz_lib_1221_2326,farnesol,508,622,1846.979866,1832,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",627,651,NA,C18H34OSi,294,limonox_L_blob_611,634,680,1835,NA,SeasonUnique,NA,NA,4,NA
405,760,1213_2145_blob_760,amz_lib_1213_2145,farnesol,587,626,1826.845638,1832,"2-Methyl-cis-7,8-epoxynonadecane",661,674,NA,C20H40O,296,limonox_S_blob_871,634,668,1824,NA,Common_Class,BB,UP,6,3
711,738,1202_1412_blob_738,amz_lib_1202_1412,C7 acid,400,545,1902.013423,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",672,714,NA,C14H31BO6Si2,362,limonox_S_blob_725,634,721,1893,NA,Common_Class,NA,NA,1,7
858,999,1202_0046_blob_999,amz_lib_1202_0046,C7 acid,442,566,1809.459459,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",736,769,NA,C13H26BNO6Si,331,limonox_S_blob_671,634,683,1817,NA,Common_Class,NA,NA,3,7
80,919,1221_0832_blob_919,amz_lib_1221_0832,C7 acid,456,512,1863.087248,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",672,685,NA,C14H24O4,256,limonox_S_blob_804,633,665,1868,NA,Common_Class,NA,NA,4,1
192,683,1221_0832_blob_683,amz_lib_1221_0832,C7 acid,478,518,1790.243902,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",650,701,NA,C15H30O5Si,318,apin_ox_S_blob_590,632,662,1795,NA,Common_Class,NA,NA,4,7
706,766,1202_1412_blob_766,amz_lib_1202_1412,beta-nocaryophyllone aldehyde,898,900,1756.363636,1757,"2-Butyloxycarbonyloxy-1,1,10-trimethyl-6,9-epidioxydecalin",664,707,NA,C18H30O5,326,bcp_ox_L_blob_69,631,636,1748,NA,SeasonUnique,NA,NA,3,NA
1333,1735,1128_1901_blob_1735,amz_lib_1128_1901,pinic acid 1,545,591,1686.060606,1692,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",609,621,NA,C13H26BNO6Si,331,limonox_S_blob_720,630,675,1675,NA,SeasonUnique,NA,NA,5,NA
289,1188,1221_0832_blob_1188,amz_lib_1221_0832,"beta-nocaryophyllonic acid, TMS",469,553,1973.154362,1985,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",659,731,NA,C18H34OSi,294,limonox_S_blob_757,629,668,1967,NA,Unclustered,NA,NA,NA,NA
836,1152,1202_1412_blob_1152,amz_lib_1202_1412,"beta-caryophyllonic acid, TMS",517,663,1946.308725,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",766,802,NA,C13H26BNO6Si,331,bcp_ox_L_blob_678,629,690,1959,NA,SeasonUnique,NA,NA,1,NA
871,889,1202_0046_blob_889,amz_lib_1202_0046,farnesol,568,643,1836.486486,1832,"?-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",684,685,NA,C27H52N2O10Si3,648,limonox_S_blob_754,629,662,1831,NA,Common_Class,NA,NA,3,1
296,1164,1221_0832_blob_1164,amz_lib_1221_0832,C7 acid,481,545,1718.292683,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",646,653,NA,C13H26BNO6Si,331,myrc_ox_L_blob_709,628,681,1709,NA,SeasonUnique,NA,NA,8,NA
1164,811,1128_2052_blob_811,amz_lib_1128_2052,bisabolol,349,543,1792.727273,1770,"2,2,7,7-Tetramethyltricyclo[6.2.1.0(1,6)]undec-4-en-3-one",814,843,1730,C15H22O,218,bcp_ox_L_blob_663,628,699,1773,NA,Common_Class,NA,NA,4,5
1269,765,1128_1901_blob_765,amz_lib_1128_1901,C7 acid,488,537,1612.121212,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",661,676,NA,C13H27Cl3O4Si2,408,myrc_ox_L_blob_627,628,710,1628,NA,Common_Class,NA,NA,7,5
1370,1509,1128_1901_blob_1509,amz_lib_1128_1901,C10 diacid (sebacic acid),424,507,1911.409396,1922,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",633,696,NA,C13H26BNO6Si,331,limonox_S_blob_716,628,675,1911,NA,SeasonUnique,NA,NA,1,NA
318,1098,1221_0832_blob_1098,amz_lib_1221_0832,galactosan,564,585,1682.926829,1684,"2-Deoxypentofuranose, 3TMS derivative",676,714,NA,C14H34O4Si3,350,apin_ox_L_blob_551,627,698,1667,NA,Common_Class,NA,NA,8,6
1334,1732,1128_1901_blob_1732,amz_lib_1128_1901,C7 acid,414,481,1671.515152,NA,"?-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",645,693,NA,C12H27BO5Si2,318,limonox_S_blob_720,626,654,1675,NA,SeasonUnique,NA,NA,1,NA
338,1028,1221_0832_blob_1028,amz_lib_1221_0832,MBTCA,608,639,1778.04878,1776,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",664,682,NA,C13H26BNO6Si,331,apin_ox_S_blob_708,625,691,1784,NA,Common_Class,NA,NA,4,8
1497,1075,1128_1901_blob_1075,amz_lib_1128_1901,C7 acid,519,584,1671.515152,NA,"Tripropylene glycol monomethyl ether, TMS derivative",597,741,NA,C13H30O4Si,278,myrc_ox_L_blob_631,625,680,1676,NA,SeasonUnique,NA,NA,3,NA
286,1195,1221_0832_blob_1195,amz_lib_1221_0832,C7 acid,462,556,1740.243902,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",674,685,NA,C13H26BNO6Si,331,limonox_S_blob_593,624,637,1732,NA,SeasonUnique,NA,NA,3,NA
385,965,1213_2145_blob_965,amz_lib_1213_2145,C7 acid,423,489,1797.560976,NA,"1,2,5,6-Hexanetetrol, tetrakis-O-(trimethylsilyl)-",653,845,NA,C18H46O4Si4,438,myrc_ox_L_blob_687,624,644,1796,NA,Common_Class,NA,NA,4,7
972,907,1129_1334_blob_907,amz_lib_1129_1334,levoglucosan,476,564,1738.181818,1726,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",702,711,NA,C16H37BO6Si3,420,myrc_ox_L_blob_694,623,678,1746,NA,Common_Class,BB,UP,10,3
304,1139,1221_0832_blob_1139,amz_lib_1221_0832,"beta-caryophyllonic acid, TMS",532,604,1920.805369,1931,"10,12-Docosadiynedioic acid, 2TMS derivative",664,668,NA,C28H50O4Si2,506,limonox_S_blob_847,622,654,1925,NA,Unclustered,NA,NA,NA,NA
770,1585,1202_1412_blob_1585,amz_lib_1202_1412,C7 acid,508,592,1591.256831,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",628,646,NA,C15H30O4Si,302,myrc_ox_L_blob_560,622,666,1598,NA,SeasonUnique,NA,NA,3,NA
704,782,1202_1412_blob_782,amz_lib_1202_1412,C7 acid,424,525,1801.342282,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",736,764,NA,C16H37BO6Si3,420,myrc_ox_L_blob_687,619,675,1796,NA,Common_Class,NA,NA,8,7
97,884,1221_0832_blob_884,amz_lib_1221_0832,C7 acid,420,505,1752.439024,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",614,640,NA,C15H30O4Si,302,limonox_S_blob_888,618,639,1750,NA,Common_Class,NA,NA,5,7
847,1066,1202_1412_blob_1066,amz_lib_1202_1412,farnesol,466,542,1836.241611,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,678,NA,C13H26BNO6Si,331,limonox_S_blob_705,618,689,1829,NA,Common_Class,NA,NA,3,7
1220,911,1128_1901_blob_911,amz_lib_1128_1901,C7 acid,476,533,1509.782609,NA,"Cyclohexanemethanol, 1,6-dimethyl-2-[(2-trimethylsilyl)ethoxymethoxy]-, [1R-(1a,2a,6?)-",642,653,NA,C15H32O3Si,288,limonox_S_blob_707,618,626,1515,NA,Common_Class,NA,NA,3,7
292,1177,1221_0832_blob_1177,amz_lib_1221_0832,C7 acid,438,509,1753.658537,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",641,653,NA,C13H26BNO6Si,331,limonox_S_blob_888,617,649,1750,NA,SeasonUnique,NA,NA,7,NA
299,1158,1221_0832_blob_1158,amz_lib_1221_0832,C7 acid,478,538,1762.195122,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",650,716,NA,C15H30O5Si,318,myrc_ox_L_blob_727,616,676,1774,NA,SeasonUnique,NA,NA,NA,7
790,1458,1202_1412_blob_1458,amz_lib_1202_1412,C7 acid,455,565,1655.757576,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",700,731,NA,C13H26BNO6Si,331,myrc_ox_L_blob_630,616,683,1652,NA,SeasonUnique,NA,NA,3,NA
874,856,1202_0046_blob_856,amz_lib_1202_0046,"beta-caryophyllonic acid, TMS",564,673,1944.594595,1931,"10,12-Docosadiynedioic acid, 2TMS derivative",674,682,NA,C28H50O4Si2,506,bcp_ox_L_blob_890,615,655,1947,NA,Common_Class,NA,NA,8,7
1379,1461,1128_1901_blob_1461,amz_lib_1128_1901,pinic acid 1,443,543,1681.212121,1692,"a-l-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic butylboronate",644,685,NA,C14H29BO5Si,316,limonox_S_blob_720,613,640,1675,NA,SeasonUnique,NA,NA,1,NA
719,642,1202_1412_blob_642,amz_lib_1202_1412,C13 acid,721,781,1776.969697,1776,"10,12-Docosadiynedioic acid, 2TMS derivative",656,659,NA,C28H50O4Si2,506,myrc_ox_L_blob_727,612,663,1774,NA,Common_Class,NA,NA,3,7
339,1026,1221_0832_blob_1026,amz_lib_1221_0832,farnesol,588,629,1829.530201,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",653,669,NA,C13H26BNO6Si,331,limonox_L_blob_611,611,651,1835,NA,Common_Class,NA,NA,4,6
715,667,1202_1412_blob_667,amz_lib_1202_1412,C7 acid,431,505,1853.691275,NA,"Tartaric acid (2R,3R)-, 3TMS derivative",679,744,NA,C13H30O6Si3,366,limonox_S_blob_649,611,667,1868,NA,Common_Class,NA,NA,3,7
931,1270,1202_0046_blob_1270,amz_lib_1202_0046,mannosan,446,505,1714.634146,1706,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",652,667,NA,C13H26BNO6Si,331,limonox_S_blob_1120,611,672,1718,NA,Common_Class,NA,NA,3,7
1092,1297,1129_1334_blob_1297,amz_lib_1129_1334,C7 acid,395,472,1577.173913,NA,"1,12-Dodecanediol, 2TMS derivative",613,629,NA,C18H42O2Si2,346,limonox_S_blob_746,611,642,1576,NA,SeasonUnique,NA,NA,1,NA
