Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1202_1412_blob_782,0.001111133,0.67900896,0.391723333,0.436381613,0.548474058,0.569111459,0.110772293,0.630789091,0.607284577,0.034718775,0.829795384,-0.108155539,-0.345247814,C7 acid,424,525,1801.342282,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",736,764,NA,C16H37BO6Si3,myrc_ox_L_blob_687,619,675,1796,0.4814636,0.620229435,NA,0.095072556,0.372957305,0.620601506,0.54366929,0.529202196,0.530037745,0.610474802,0.358049362,0.756061848,NA,0.697214627,0.600492406,0.360675371,0.235251103,NYC,,,
1202_1412_blob_767,0.000279277,0.558740167,0.236327856,0.682044499,0.300394596,0.72026976,-0.031351268,0.156852547,0.241092502,-0.049931791,-0.152327074,-0.578630136,-0.68505719,C7 acid,381,506,1893.959732,NA,"Benzeneacetic acid, a-(7-t-butyldimethylsilyloxyheptanoyloxy)-, methyl ester",622,677,NA,C22H36O5Si,limonox_L_blob_564,694,710,1893,0.233400035,0.673264884,NA,0.777980758,0.537693062,0.707898898,0.305949113,0.233940721,0.059410732,0.731434439,0.737913352,0.078016086,NA,0.764087465,0.815138945,0.618911273,0.879583036,NYC,,,
1202_1412_blob_766,0.000209807,0.609250625,0.66487835,0.484914586,0.686496952,0.515418509,0.41168689,NA,NA,NA,NA,NA,NA,beta-nocaryophyllone aldehyde,898,900,1756.363636,1757,"2-Butyloxycarbonyloxy-1,1,10-trimethyl-6,9-epidioxydecalin",664,707,NA,C18H30O5,bcp_ox_L_blob_69,631,636,1748,-0.488987499,0.886494114,NA,0.78834669,0.707492475,0.787728378,0.562246102,0.522382839,0.608427501,0.533180189,0.254774531,-0.311522308,NA,1,0.889051806,0.57676304,0.904566851,NYC,,,
1202_1412_blob_763,0.000328213,0.44931372,0.29616653,0.347644311,0.563387677,0.613244771,0.446781875,0.546873674,0.488924201,-0.43395794,-0.346145951,0.319699681,-0.255148116,C7 acid,390,515,1801.342282,NA,"2-Hydroxyundecanoic acid, trimethylsilyl ether, trimethylsilyl ester",654,811,NA,C17H38O3Si2,limonox_L_blob_620,713,738,1808,0.317554732,0.630967392,NA,0.583619727,0.38286449,0.760098007,0.164937392,0.271708533,0.360222323,0.790195639,0.543774079,0.288045523,NA,0.989843729,0.675894525,1,0.664149395,NYC,,,
1202_1412_blob_756,0.000183911,0.715285803,0.5501648,0.793603334,0.602716556,0.685084037,0.311195849,0.354693136,0.406302765,-0.478971822,-0.241598601,0.462531949,-0.439225362,C7 acid,408,571,1735.757576,NA,"5-(2-Hydroxy-1-methylethyl)-2-methylcyclohexanone, TBDMS derivative",630,690,NA,C16H32O2Si,apin_ox_S_blob_633,789,818,1734,0.756849793,0.815926494,NA,0.892112332,0.641115394,0.958312057,0.699983717,0.652711044,0.472927833,0.752747592,0.779826154,0.580593485,NA,0.945977019,0.907155821,1,0.870443052,NYC,,,
1202_1412_blob_754,0.004298987,0.327060121,0.195239035,0.277391713,0.646761553,0.608743777,0.155727455,-0.109495378,-0.258365823,0.034444608,0.415035749,0.641489604,0.353781164,levoglucosan,636,690,1734.545455,1726,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",718,733,NA,C14H31BO6Si2,apin_ox_L_blob_553,616,658,1726,-0.11079076,0.885746994,NA,0.233935453,0.572816043,0.679068301,0.234397041,0.171216221,0.121988768,0.412809556,0.299877645,0.166816915,NA,0.8110308,0.432018328,0.28687417,0.413732007,BB,,M,traces well with BB1 and struct looks like BB
1202_1412_blob_751,0.000214191,0.304384708,0.605798894,-0.214266588,0.292747302,0.283208996,0.194072684,0.273219133,0.029848425,0.431452928,0.973701294,0.226827234,0.534843443,MBTCA,432,605,1795.151515,1776,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",620,635,NA,C13H26BNO6Si,myrc_ox_L_blob_687,549,671,1796,0.566269509,0.431875511,NA,0.755868398,0.800445472,0.41181336,0.284217252,0.399808406,0.673034418,0.315103461,-0.024625853,0.760521205,NA,-0.226034154,0.046370254,-1,-0.063347119,NYC,,,
1202_1412_blob_738,0.001624886,0.400625949,0.398758432,0.353035474,0.19792319,0.46205573,-0.001704569,0.338006209,0.539550271,0.233512416,0.0686065,0.120454136,0.091571612,C7 acid,400,545,1902.013423,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",672,714,NA,C14H31BO6Si2,limonox_S_blob_725,634,721,1893,0.780310483,0.461045036,NA,0.507749621,0.609525157,0.615744182,0.449526753,0.547751454,0.567083723,0.493682302,0.632809076,0.677923497,NA,0.226992092,0.327546899,0.503380048,0.597192688,MT,A,M,doesnít corr great with anything but best with MT3
1202_1412_blob_734,0.000790687,0.317689499,0.469023765,0.367643631,0.332678681,0.278345632,-0.221892777,0.440158757,0.460256408,0.064592326,-0.198184069,-0.105501817,-0.262511788,C7 acid,449,559,1805.369128,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",711,738,NA,C16H37BO6Si3,myrc_ox_L_blob_546,683,712,1812,0.841942292,0.519276371,NA,0.872928947,0.942844225,0.833434293,0.515046559,0.516499821,0.494350567,0.549641629,0.406932606,0.796605176,NA,0.696267583,0.447349867,0.980572012,0.559581045,NYC,,,
1202_1412_blob_729,0.000414103,0.333936547,-0.300558911,0.209562882,-0.102772791,0.424952931,-0.279896735,0.107042948,0.619652354,0.050298677,-0.144553008,0.097987275,-0.372447391,C7 acid,428,521,1860.402685,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",695,701,NA,C14H31BO6Si2,limonox_S_blob_649,612,636,1868,0.117737302,0.373877332,NA,0.333451336,0.036333413,0.306207246,0.096362901,0.089922368,0.194382015,0.354406623,0.314770656,0.172636012,NA,0.714806333,0.446019851,0,0.780326286,NYC,,,
1202_1412_blob_690,0.000212566,0.4217823,0.666113423,0.499976985,0.305688583,0.429286618,0.033163884,0.199657423,0.528656449,0.387978055,-0.204488919,0.710014886,-0.061741973,C7 acid,330,532,1744.242424,NA,"1-(4-((tert-Butyldimethylsilyl)oxy)-3,5-dimethoxyphenyl)ethanone",688,726,NA,C16H26O4Si,limonox_L_blob_547,495,610,1746,0.702170091,0.549623369,NA,0.917003828,0.370894204,0.603858211,0.28438796,0.418775458,0.443942179,0.541570871,0.4240362,0.690567737,NA,0.785405385,0.940112615,0.312344999,0.550658924,NYC,,,
1202_1412_blob_667,0.000728014,0.508667203,0.186755073,0.667882673,0.092421347,0.545523799,0.225048464,0.380586517,0.432074109,-0.112426007,-0.01812401,0.061128955,-0.054109915,C7 acid,431,505,1853.691275,NA,"Tartaric acid (2R,3R)-, 3TMS derivative",679,744,NA,C13H30O6Si3,limonox_S_blob_649,611,667,1868,0.274366082,0.380308301,NA,-0.048511981,-0.021701936,0.653870893,0.295333647,0.278796452,0.210984258,0.680972253,0.606237243,0.024989276,NA,0.479032807,0.588723063,0.97872542,0.806685983,NYC,,,
1202_1412_blob_665,0.000185005,0.460251355,0.632888081,0.492477549,0.7200618,0.419657179,-0.03523255,NA,NA,NA,NA,NA,NA,beta-caryophyllene aldehyde,253,563,1700.606061,1715,Xanthoxylin,828,938,1669,C10H12O4,limonox_S_blob_923,390,395,1699,-0.135281157,0.8645858,NA,0.992566469,0.653767619,0.712459978,0.148424538,0.073370198,0.272628775,0.457423644,0.382675147,-0.64446054,NA,0.996941046,0.99999019,0.921854814,0.954065856,NYC,,,
1202_1412_blob_658,2.86E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glyceric acid,533,580,1339.188465,1345,"Butanedioic acid, 2TMS derivative",921,922,1321,C10H22O4Si2,apin_ox_L_blob_1,923,932,1330,1,1,NA,0,0,1,1,1,1,1,1,1,NA,0,0,0,1,NYC,,,
1202_1412_blob_656,0.003052722,0.372301207,0.096467122,0.370237986,0.500547293,0.616164358,0.360918458,0.313782502,0.230341848,0.4570699,0.385949785,0.394471581,0.439638559,"beta-nocaryophyllonic acid, TMS",432,550,2000,1985,"Palmitelaidic acid, TMS derivative",578,657,NA,C19H38O2Si,bcp_ox_L_blob_813,497,541,1990,-0.329484684,0.680623565,NA,-0.155159076,0.118569088,0.618047763,0.171989,0.016866735,-0.039342725,0.420552083,0.229637327,-0.428851992,NA,0.925316037,0.392475413,0.631833583,0.758098208,SQ,BB,L,"high corr with sq tracer, traces best with BB and A PMF factors"
1202_1412_blob_642,0.002101713,0.766419663,0.676378184,0.342234238,0.310777185,0.5540312,0.35328246,0.508212825,0.262487904,0.191098895,-0.055706147,-0.040046682,-0.060126658,C13 acid,721,781,1776.969697,1776,"10,12-Docosadiynedioic acid, 2TMS derivative",656,659,NA,C28H50O4Si2,myrc_ox_L_blob_727,612,663,1774,0.398518709,0.593471377,NA,0.181749178,0.283134464,0.748989068,0.797939234,0.768392173,0.605604714,0.784125016,0.651052206,0.262147182,NA,0.681109802,0.664369503,0.519958454,0.745727431,ISOP,MT,L,clearly natural but total tossup ISOP or MT
1202_1412_blob_635,0.000622982,0.245554684,0.621205326,0.302324764,-0.021223223,0.094403478,-0.141433837,0.347990057,0.434739707,-0.25271998,0.456803861,0.027993275,-0.540290478,C7 acid,409,563,1869.798658,NA,"ﬂ-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",666,668,NA,C27H52N2O10Si3,limonox_S_blob_649,585,650,1868,0.898628784,0.078660072,NA,0.589797634,0.606931142,0.663885722,0.400123802,0.348381574,0.293583537,0.347534186,0.20084427,0.81060053,NA,-0.235706494,0.668261868,-0.296174844,-0.152988837,NYC,,,
1202_1412_blob_628,0.000661891,0.333645915,0.291139798,0.393589183,0.175857635,0.414981483,-0.188063969,0.4559226,0.543507156,0.07670861,-0.008198659,0.5502251,-0.210871316,C7 acid,469,612,1644.848485,NA,"Methyl a-Arabinofuranoside, 3TMS derivative",662,796,NA,C15H36O5Si3,myrc_ox_L_blob_630,614,652,1652,0.828600455,0.408617012,NA,0.908975764,0.849499104,0.741354263,0.398491119,0.496551106,0.571903593,0.700191836,0.581043387,0.794916775,NA,-0.389085133,0.523164213,0.769556023,0.508421688,NYC,,,
1202_1412_blob_615,0.000395191,0.320786091,-0.342695526,0.080257273,0.98475716,0.237082797,0.569551467,NA,NA,NA,NA,NA,NA,C7 acid,391,429,1791.515152,NA,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",615,632,NA,C12H27BO5Si2,apin_ox_S_blob_590,480,498,1795,-0.826551758,0.840304471,NA,-0.119300577,0.775108231,0.277126364,0.358433786,-0.073100135,-0.329010096,0.030971567,-0.288986179,1,NA,0.169152448,0.499231022,0.266910844,-0.463443088,NYC,,,
1202_1412_blob_608,0.000492712,0.540552316,0.639498736,0.038660571,-0.680251243,-0.071598249,-0.515637121,0.897891775,0.806632279,-0.276522966,-0.021383183,0.085107522,-0.648597067,C7 acid,449,544,1871.14094,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",626,635,NA,C16H29NO5Si,apin_ox_L_blob_523,823,860,1870,1,-0.290315213,NA,1,0,-0.034901683,0.489616099,0.788853175,0.861016943,0.586434013,0.973154274,1,NA,0,0,-1,0,NYC,,,
1202_1412_blob_602,0.001077275,0.61097632,0.169836581,0.30859412,0.812726635,0.54219543,0.471824965,NA,NA,NA,NA,NA,NA,C7 acid,401,452,1789.090909,NA,2-Keto-3-methylvaleric acid eo-tms pk1,569,637,NA,C11H23NO3Si,myrc_ox_L_blob_562,494,524,1792,-0.39958782,0.828844173,NA,0.54620857,0.63714052,0.523913197,0.545682318,0.344093702,0.388436816,0.285593001,0.122400289,0.138716496,NA,0.867971626,0.619958653,0.57892811,0.345412069,NYC,,,
1202_1412_blob_601,0.004391956,0.540960964,0.474105122,0.374630617,0.487541525,0.648750968,0.121407027,0.019614005,-0.258452038,0.058878118,0.572307098,0.82579245,0.562087009,levoglucosan,657,738,1738.181818,1726,"ﬂ-Arabinopyranose, 4MS derivative",749,788,NA,C17H42O5Si4,apin_ox_L_blob_553,577,619,1726,0.461417445,0.894959257,NA,0.864332257,0.877214423,0.874941668,0.466647829,0.475489446,0.498234456,0.635019767,0.487164107,0.568431116,NA,0.914994571,0.436036201,0.539435686,0.754852995,BB,SQ,M,traces well with all bB tracers; super high with SQ2 but from structure looks more like BB
1202_1412_blob_6,0.042197613,0.346978001,0.109650884,0.019810094,0.215922464,0.369289653,0.043211641,-0.1787771,-0.222806083,-0.003952536,0.151941169,0.095336527,0.007965301,anthraquinone,21,213,1993.288591,2017,"Phthalic acid, butyl 3-methylbutyl ester",881,891,NA,C17H24O4,limonox_S_blob_633,226,232,NA,-0.278115651,0.614106622,NA,0.032797277,0.238687394,0.498390217,0.32664819,0.248191245,0.23710151,0.333463989,0.31486063,-0.114671929,NA,0.880444484,0.229028129,0.448036409,0.560829046,A,BB,M,"could be BBOA, ASOA makes sense from lit and ASOA is what was categorized by haofei- haofie notes that phthalic acid species could fit in BBOA or ASOA"
1202_1412_blob_589,0.000205636,0.77071915,0.791169998,0.585809969,0.626164126,0.659109425,0.254958079,NA,NA,NA,NA,NA,NA,levoglucosan,396,405,1729.69697,1726,"Cyclopropane, 1-acetyl-2-methylene-1-trimethylsilyl-",594,690,NA,C9H16OSi,limonox_L_blob_578,841,844,1728,0.339321784,0.857842539,NA,1,0.507311696,0.848426569,0.767468629,0.69944497,0.48204185,0.831067601,0.803088979,0.364177497,NA,0.880648411,0.768332557,0.02266387,0.828327072,NYC,,,
1202_1412_blob_573,0.002242693,0.798871173,0.587213571,0.118039577,-0.074388224,0.19918119,-0.14064948,0.589121286,0.331848223,0.093529779,0.082124404,0.107504573,0.049619219,C7 acid,407,543,1554.098361,NA,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",755,824,NA,C13H34O3Si3,myrc_ox_L_blob_584,495,549,1567,0.608544918,0.321406378,NA,0.38388308,0.528771338,0.538217569,0.95719486,1,0.921310669,0.645947492,0.552183984,0.721832313,NA,0.522382839,0.291662701,0.238503157,0.459613482,ISOP,,H,is tracer
1202_1412_blob_5,0.039647148,0.419111379,0.173221908,0.027807957,0.215081319,0.332157957,0.075481035,0.076762555,-0.141840974,-0.099136566,0.059562294,-0.032341915,-0.007743485,xanthone,86,191,1892.61745,1906,"Phthalic acid, butyl isohexyl ester",886,887,NA,C18H26O4,bcp_ox_L_blob_650,353,391,1878,-0.153705264,0.613877225,NA,0.060903617,0.213359989,0.5037043,0.428090036,0.371169692,0.328112879,0.380447419,0.336177727,-0.023942036,NA,0.802893378,0.243619505,0.482372747,0.561380583,A,BB,M,"could be BBOA, ASOA makes sense from lit and ASOA is what was categorized by haofei- haofie notes that phthalic acid species could fit in BBOA or ASOA"
1202_1412_blob_41,0.007551803,0.455503663,0.149476049,0.168875672,0.372926229,0.492286719,-0.032207615,-0.200737107,-0.176602014,0.124702382,0.395770599,0.368797831,0.234558135,C19,119,308,1950.33557,1934,"Phthalic acid, 2-methylbutyl propyl ester",898,911,NA,C16H22O4,limonox_S_blob_757,264,320,1967,-0.200586538,0.73578221,NA,-0.171496286,0.165976525,0.609889012,0.367699764,0.243241588,0.25557982,0.459164469,0.28012058,-0.085777462,NA,0.910628337,0.375167373,0.455802727,0.649578809,A,SQ,L,very high corr with SQ but from nist ID with high mf should be either AOA or BBOA- AOA selected due to higher cor with PMF factor of arom category
1202_1412_blob_2061,4.67E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,395,520,2728.301887,NA,"a-d-Glucopyranoside, methyl 2,3,4-tris-O-(trimethylsilyl)-, hexadecanoate",670,705,NA,C32H68O7Si3,limonox_S_blob_633,408,544,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1202_1412_blob_1979,8.37E-05,0.278010919,0.531528355,0.184667385,0.455150254,0.547191027,0.603082219,NA,NA,NA,NA,NA,NA,"16-OH C16 Acid, TMS",636,649,2428.070175,2429,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",621,673,NA,C13H26BNO6Si,apin_ox_S_blob_751,436,576,NA,-0.409158637,0.857758917,NA,0.590964793,0.95413966,0.726520813,0.309045922,0.340026068,0.367693144,0.197227369,0.235221543,0.79627925,NA,0.792748627,0.161476398,0.418341407,0.380674851,NYC,,,
1202_1412_blob_1969,9.33E-05,0.447374014,0.390390978,0.165757112,0.056121611,0.294934074,0.046633944,NA,NA,NA,NA,NA,NA,C7 acid,432,572,2342.4,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",692,717,NA,C17H37BO6Si2,limonox_S_blob_701,423,535,NA,0.022470822,0.277314285,NA,-0.150242349,-0.39550721,0.293637986,0.367864718,0.216447273,0.17656546,0.339274776,0.466037698,-0.125581831,NA,0.126285657,0.607927586,0.244120806,0.38590565,NYC,,,
1202_1412_blob_1940,4.69E-05,0.361031434,0.03934966,0.622891857,0.055576784,0.454043333,-0.090097232,NA,NA,NA,NA,NA,NA,C7 acid,387,535,2302.4,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",619,623,NA,C27H52N2O10Si3,limonox_S_blob_701,442,582,NA,0.701484284,0.137158493,NA,0.117289145,-0.031229612,0.43644856,0.140764455,0.25396992,0.192757996,0.607318321,0.60364912,0.737773354,NA,-0.258463555,0.812228629,-0.205143947,0.195013575,NYC,,,
1202_1412_blob_1905,5.87E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",454,476,2262.4,2259,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",569,595,NA,C20H36O3Si,limonox_S_blob_633,381,508,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1202_1412_blob_1902,9.62E-05,0.643726054,0.404129531,0.374430172,0.4685677,0.681125021,0.546385525,NA,NA,NA,NA,NA,NA,C14 Diacid,415,510,2329.6,2317,4-hydroxytestosterone,618,644,NA,C19H28O3,limonox_S_blob_687,396,548,NA,-0.082374497,0.591350319,NA,-0.263114536,0.112513317,0.575344097,0.542697846,0.409765871,0.305063752,0.534774974,0.476503216,-0.175191612,NA,0.892227409,0.721318383,0.737694854,0.575763717,NYC,,,
1202_1412_blob_1898,2.51E-05,0.773000389,0.09666153,0.192423408,-0.023210109,0.108392149,-0.03385541,NA,NA,NA,NA,NA,NA,C7 acid,412,580,2296,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",557,615,NA,C20H24N2O,limonox_S_blob_687,410,590,NA,0.076892156,-0.026552729,NA,-0.175511241,-0.441630125,0.074988415,0.600181582,0.557986502,0.489111303,0.802145934,-0.203275129,0.274242739,NA,0.999035734,0.618045156,0,0.074399861,NYC,,,
1202_1412_blob_1884,0.000102581,0.381063824,0.238045373,0.242407467,-0.198327792,0.250416805,-0.226507967,NA,NA,NA,NA,NA,NA,C14 Diacid,591,616,2316.8,2317,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",681,725,NA,C13H26BNO6Si,limonox_S_blob_687,470,620,NA,0.330902164,-0.003714701,NA,0.042609314,-0.214333744,0.335860429,0.366641518,0.409433812,0.324384453,0.510348698,0.739662598,0.002951514,NA,-0.385118406,0.402354196,0.625026222,0.512003099,NYC,,,
1202_1412_blob_1870,2.55E-05,0.313852115,0.102398235,0.60120515,0.141288209,0.475681783,0.278260186,NA,NA,NA,NA,NA,NA,C7 acid,405,534,2297.6,NA,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",650,689,NA,C17H37BO6Si2,limonox_S_blob_687,439,596,NA,0.310567831,0.129938162,NA,0.268610443,-0.254524985,0.536167985,0.147500475,-0.033734356,-0.091715769,0.456144609,0.199378266,0.009871324,NA,0.302140896,0.829722486,1,0.325430904,NYC,,,
1202_1412_blob_1860,3.36E-05,-0.013462523,0.164124844,0.55231993,0.174712809,0.625323748,0.285561317,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",404,576,2042.962963,2060,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",564,640,NA,C12H27BO5Si2,limonox_S_blob_687,413,544,NA,0.210865194,0.188989267,NA,0.168107439,-0.237190389,0.393108532,-0.097804004,-0.194107624,-0.174484679,0.108669597,0.275920761,-0.02354641,NA,-0.094096666,0.830711031,0.977559674,0.174063204,NYC,,,
1202_1412_blob_1846,2.63E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllinic acid, TMS",499,574,2118.518519,2127,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",663,693,NA,C14H31BO6Si2,limonox_S_blob_905,511,642,2120,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1202_1412_blob_1819,5.42E-05,0.273236775,0.081443999,0.466114776,-0.146839075,0.244181877,-0.419048701,NA,NA,NA,NA,NA,NA,C14 Diacid,451,571,2302.4,2317,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",681,709,NA,C14H31BO6Si2,limonox_S_blob_687,451,634,NA,0.165846189,0.110400421,NA,-0.200501111,-0.493995842,0.350745157,0.217780941,0.21088513,0.159802561,0.418360827,0.562873234,0.015600865,NA,0.017307009,0.727143508,0.673217433,0.531860213,NYC,,,
1202_1412_blob_1814,6.75E-05,-0.200443124,0.113462914,0.257007848,0.045255475,0.006281865,-0.132041862,NA,NA,NA,NA,NA,NA,C7 acid,413,523,2368,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,712,NA,C13H26BNO6Si,apin_ox_S_blob_592,464,613,NA,0.125958576,0.117813621,NA,-0.030010614,0.042595093,0.228550179,-0.213004553,-0.13618138,-0.158790559,0.166601321,0.303556327,-0.108889004,NA,0.487939829,0.695083651,0.803574268,0.258992131,NYC,,,
1202_1412_blob_1807,1.32E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",555,611,2054.814815,2060,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",658,700,NA,C14H31BO6Si2,limonox_S_blob_687,432,592,NA,-1,1,NA,1,0,0,-1,-1,-1,-1,-1,-1,NA,0,0,0,0,NYC,,,
1202_1412_blob_1797,7.28E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C14,0,796,3460,1422,"Octadecane, 3-ethyl-5-(2-ethylbutyl)-",752,754,NA,C26H54,limonox_S_blob_701,336,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1202_1412_blob_1794,0.000191013,0.520589607,0.331617965,0.466166028,0.311048838,0.515608984,-0.010888949,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",503,530,2264,2259,"ﬂ-N-Acetylneuraminic acid, methyl ester-2-methyl-7,9-methyl-boronate-3,8-di(trimethylsilyl)-",677,697,NA,C20H40BNO9Si2,limonox_S_blob_687,419,601,NA,0.331591836,0.534401589,NA,0.008401748,0.241435207,0.638626982,0.444941755,0.470801787,0.426426345,0.578733157,0.672999384,0.271928922,NA,0.533365084,0.707831181,0.543776965,0.642289958,NYC,,,
1202_1412_blob_1780,0.000206366,0.684026263,0.310287076,0.27123293,0.360551467,0.637630565,0.237803764,NA,NA,NA,NA,NA,NA,C7 acid,405,541,2182.222222,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",673,676,NA,C27H52N2O10Si3,limonox_S_blob_701,413,529,NA,0.084129729,0.621660241,NA,0.021827497,0.243356294,0.605343878,0.520266731,0.48704477,0.496591765,0.505196346,0.447860066,0.184527182,NA,0.402226956,0.589144779,0.6020867,0.553495399,NYC,,,
1202_1412_blob_1773,4.83E-05,0.264453762,0.264861998,0.601371658,0.331989243,0.717404529,0.406489486,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",430,529,2272,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",691,747,NA,C13H26BNO6Si,limonox_S_blob_687,456,626,NA,0.112380517,0.507877764,NA,-0.054702198,0.093114332,0.568878997,-0.059233544,0.028293184,0.095316015,0.57106926,0.520203928,0.010452418,NA,0.353242218,0.772575876,0.952070921,0.565034129,NYC,,,
1202_1412_blob_1756,7.08E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,452,516,3189.130435,NA,"Heptadecanoic acid, 9-methyl-, methyl ester",579,638,NA,C19H38O2,limonox_S_blob_687,433,507,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1202_1412_blob_1751,8.35E-05,0.493082698,0.245886521,0.289528659,0.460458487,0.633495986,0.201473189,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",450,537,2270.4,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",701,747,NA,C13H26BNO6Si,limonox_S_blob_701,386,493,NA,0.032009358,0.671758803,NA,-0.056815674,0.011823245,0.551882728,0.258213284,0.134341639,0.166093418,0.409405991,0.184363701,-0.048926201,NA,0.775198407,0.613106156,0.877580332,0.70561711,NYC,,,
