Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat2,man_cat2_alternate,man_cat2_certainty,man_cat2_notes,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1202_0046_blob_561,0.002185631,0.162783005,0.438017384,0.025422201,0.325719202,0.376177152,0.221407603,NA,NA,NA,NA,NA,NA,C7 acid,387,503,1800,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",659,718,NA,C16H37BO6Si3,420,myrc_ox_L_blob_714,600,644,1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,not present IOP2,BB,SQ,L,"not great with BB ams but good BB3 and BB4 corr, good SQ corr too"
1202_0046_blob_2055,2.27E-05,0.139521851,-0.251146638,0.099131054,0.940077297,0.620511718,0.730344432,NA,NA,NA,NA,NA,NA,C7 acid,412,552,2151.470588,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",640,672,NA,C14H31BO6Si2,362,limonox_S_blob_905,394,665,2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1956,8.83E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C14 Diacid,398,483,2327.419355,2317,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",637,713,NA,C13H26BNO6Si,331,limonox_S_blob_687,427,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1927,1.14E-05,0.748083242,0.567408181,0.711525593,0.94219827,0.914215882,0.928911608,NA,NA,NA,NA,NA,NA,C12 diacid,403,504,2132.352941,2120,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",675,712,NA,C13H26BNO6Si,331,limonox_S_blob_687,375,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,,,,,,,
1202_0046_blob_1847,5.17E-05,-0.098307954,0.557126207,0.257158391,0.358088581,0.040683301,-0.148750046,NA,NA,NA,NA,NA,NA,C7 acid,418,529,2335.483871,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",676,718,NA,C13H26BNO6Si,331,limonox_S_blob_687,436,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1829,0.000111519,0.580084586,0.234768198,0.23865214,0.200491685,0.461352884,0.225104861,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",402,586,2225.806452,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",688,744,NA,C13H26BNO6Si,331,limonox_S_blob_701,418,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1764,1.84E-05,-0.44260919,-0.113376123,0.873943593,0.300232791,0.782723129,-0.303962806,NA,NA,NA,NA,NA,NA,C7 acid,428,544,2022.058824,NA,"13-Retinoic acid, (Z)-, TMS derivative",665,670,NA,C23H36O2Si,372,apin_ox_S_blob_751,417,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1758,9.46E-05,0.72597398,0.348019629,0.536245188,0.349111316,0.635258326,0.15294796,NA,NA,NA,NA,NA,NA,C14 Diacid,402,501,2304.83871,2317,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,720,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,398,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1756,7.89E-05,0.348833363,0.52191282,0.399290137,0.090756278,0.512276072,0.403074815,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",513,535,2262.903226,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",695,745,NA,C13H26BNO6Si,331,limonox_S_blob_687,439,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1720,4.58E-05,0.621992457,0.718845086,-0.260176657,0.21927349,0.177050619,0.036673611,NA,NA,NA,NA,NA,NA,C7 acid,408,533,2083.823529,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",675,716,NA,C13H26BNO6Si,331,limonox_S_blob_583,456,537,2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1718,0.000139898,0.422359101,0.503347996,0.103566182,0.238367464,0.353497839,0.249124765,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",572,617,2243.548387,2245,"10,12-Docosadiynedioic acid, 2TMS derivative",650,667,NA,C28H50O4Si2,506,limonox_S_blob_687,426,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1673,1.17E-05,0.473314991,0.460199393,0.037790039,0.12333243,-0.112919671,0.025358309,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",555,587,2243.548387,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",677,722,NA,C13H26BNO6Si,331,limonox_S_blob_687,459,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1670,7.37E-06,0.968930946,-0.788214089,0.581021866,0.717986689,0.697140292,0.487926913,NA,NA,NA,NA,NA,NA,C7 acid,428,561,2230.645161,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,704,NA,C13H26BNO6Si,331,limonox_S_blob_701,427,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1667,6.71E-06,-0.512937232,0.999625908,0.335226888,-0.498509562,-0.02686328,-0.329376896,NA,NA,NA,NA,NA,NA,C7 acid,366,450,1870.27027,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",646,662,NA,C13H26BNO6Si,331,limonox_S_blob_649,562,607,1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1639,4.83E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,399,523,2107.352941,NA,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",607,629,NA,C23H48O2Si2,412,limonox_S_blob_905,534,689,2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1622,1.50E-05,0.8533367,0.734243726,0.848664996,0.765416024,0.919847449,0.568666762,NA,NA,NA,NA,NA,NA,retene,578,696,2266.129032,2267,"3,12-Oleandione",602,603,NA,C30H48O2,440,bcp_ox_L_blob_1289,420,448,2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1586,4.47E-05,0.276067118,0.068840599,-0.186993539,0.131184434,0.122852773,0.223349913,NA,NA,NA,NA,NA,NA,C7 acid,412,556,2160.294118,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",701,752,NA,C13H26BNO6Si,331,limonox_S_blob_687,451,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1575,1.13E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C28,716,818,2838.383838,2852,"Eicosane, 7-hexyl-",783,791,NA,C26H54,366,limonox_S_blob_789,0,577,1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1563,7.42E-05,0.017587652,-0.063898062,0.045269405,0.012953659,0.028128994,-0.240713135,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllonic acid, TMS",512,568,1977.027027,1985,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",658,698,NA,C17H34B2O6Si,384,bcp_ox_L_blob_678,541,628,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1561,0.000197864,0.51904871,0.286454311,0.266155587,0.236845252,0.537899308,0.169993595,NA,NA,NA,NA,NA,NA,C7 acid,421,571,2214.516129,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,757,NA,C13H26BNO6Si,331,limonox_S_blob_701,448,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1560,0.000142471,0.467081556,0.217969251,0.180232956,0.277926593,0.450883755,0.436992143,NA,NA,NA,NA,NA,NA,sinapinaldehyde,424,446,2032.352941,2032,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",718,770,NA,C13H26BNO6Si,331,limonox_S_blob_687,429,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1551,2.65E-05,0.964544165,0.802144945,0.941799297,0.258795754,0.213131431,-0.131368768,NA,NA,NA,NA,NA,NA,C7 acid,421,528,1791.463415,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",654,685,NA,C13H26BNO6Si,331,apin_ox_S_blob_708,602,690,1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1539,0.000103257,0.514225474,0.800819792,-0.018806511,-0.145240089,-0.141855711,-0.303548129,NA,NA,NA,NA,NA,NA,C7 acid,414,511,1758.536585,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",651,663,NA,C13H26BNO6Si,331,limonox_S_blob_888,610,651,1750,1,-1,NA,1,0,1,-1,-1,1,1,1,1,0,NA,0,0,1,NYC,,,,,,,
1202_0046_blob_1505,3.89E-05,0.495543734,0.629088144,0.692712282,0.545902089,0.846233989,0.561664658,NA,NA,NA,NA,NA,NA,C12 diacid,467,501,2119.117647,2120,"Falcarinol, TMS",632,676,2081,C20H32OSi,316,limonox_S_blob_687,458,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1489,7.54E-05,0.274922128,0.176277069,0.394133582,0.311924587,0.429962585,0.073846317,NA,NA,NA,NA,NA,NA,sinapinaldehyde,641,678,2033.823529,2032,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",625,644,NA,C14H16O6,280,bcp_ox_L_blob_771,516,556,2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1483,2.83E-05,0.696204855,0.943639401,0.827073846,0.232423657,0.156687609,-0.649983142,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",406,599,1909.459459,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,689,NA,C13H26BNO6Si,331,limonox_S_blob_1039,534,605,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1456,0.000194066,0.662686461,0.578340746,0.214951629,-0.004987985,0.152458657,-0.03331863,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",537,662,2072.058824,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",697,754,NA,C13H26BNO6Si,331,limonox_S_blob_583,468,563,2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1444,5.77E-05,0.548575778,0.476556312,0.847678959,-0.157093865,0.575495854,-0.075135398,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",486,575,2233.870968,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",654,681,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,408,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1429,0.000182523,0.426860227,0.305350977,0.524712382,1.16E-05,0.520277443,0.233902773,NA,NA,NA,NA,NA,NA,C7 acid,384,529,1870.27027,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",690,713,NA,C13H26BNO6Si,331,limonox_S_blob_632,572,604,1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1404,0.000126486,0.639040034,0.354646776,0.814508592,0.361923393,0.685228234,0.355482725,0.732964193,0.705662954,0.242671069,0.277471226,0.322110946,-0.124410895,C7 acid,472,591,1656.097561,NA,1-Dimethylthexylsilyloxy-10-undecene,616,685,NA,C19H40OSi,312,limonox_S_blob_763,587,611,1661,0.848871607,0.35965743,NA,0.160595139,0.30472229,0.62841711,0.932331643,0.903110576,0.776841264,0.870359442,0.84168754,0.83104338,0,NA,0,0.170527649,0.949699853,NYC,,,,,,,
1202_0046_blob_1379,0.000499567,0.703015464,0.450841197,0.376932932,0.400578311,0.700018911,0.134640981,NA,NA,NA,NA,NA,NA,C7 acid,421,535,2029.411765,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,752,NA,C13H26BNO6Si,331,limonox_S_blob_687,427,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1364,0.000152299,0.705190387,0.403838115,0.382777685,0.176840463,0.583274933,0.184018863,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",494,587,2256.451613,2245,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",636,667,NA,C23H48O2Si2,412,apin_ox_S_blob_592,418,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1351,0.000120679,0.618022685,0.508732813,0.002073395,0.169775776,0.147700804,0.221632204,NA,NA,NA,NA,NA,NA,C7 acid,415,526,2094.117647,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",670,715,NA,C13H26BNO6Si,331,limonox_S_blob_1216,486,604,2098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1347,9.54E-05,0.469099907,0.276319659,0.329270933,0.289548104,0.497215747,0.113994974,NA,NA,NA,NA,NA,NA,C7 acid,427,557,2283.870968,NA,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",666,707,NA,C17H34B2O6Si,384,apin_ox_S_blob_595,466,567,2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1342,6.63E-05,0.642002013,0.70055723,0.278653864,0.362770083,0.553149931,0.117224249,NA,NA,NA,NA,NA,NA,C7 acid,399,529,2160.294118,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",667,705,NA,C13H26BNO6Si,331,limonox_S_blob_687,424,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1341,0.000356773,0.632250429,0.49649623,0.578094124,0.372423807,0.677687075,0.172134806,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",575,643,2066.176471,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",702,758,NA,C13H26BNO6Si,331,limonox_S_blob_583,439,559,2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1325,0.000165901,0.680025037,0.227104382,0.485718576,0.12285506,0.538625846,0.033972633,NA,NA,NA,NA,NA,NA,C7 acid,400,513,1859.459459,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",600,615,NA,C16H29NO5Si,343,limonox_S_blob_649,612,647,1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1284,6.61E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",551,608,2064.705882,2060,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",665,692,NA,C14H31BO6Si2,362,bcp_ox_L_blob_609,481,538,2064,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1202_0046_blob_1280,3.38E-05,0.015286321,-0.034147942,-0.005148165,-0.176221711,-0.084829882,-0.214936885,NA,NA,NA,NA,NA,NA,pyrene,643,813,2172.058824,2171,"Methyl 3-indolepropionate, TMS derivative",617,694,NA,C15H21NO2Si,275,limonox_S_blob_687,437,530,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1202_0046_blob_1275,4.14E-05,0.382341733,0.243575117,0.67573067,0.279488004,0.805930645,0.261821413,NA,NA,NA,NA,NA,NA,C7 acid,428,471,1680.487805,NA,"5-Heptenoic acid, 6-methyl-4-[(4-methylphenyl) sulfonyl]",633,660,NA,C15H20O4S,296,limonox_S_blob_720,631,664,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1273,0.000188101,0.635061201,0.449098824,0.172356416,0.458944197,0.511826545,0.175905289,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllinic acid, TMS",542,565,2130.882353,2127,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",684,737,NA,C13H26BNO6Si,331,limonox_S_blob_905,545,688,2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1270,8.47E-05,0.344296508,0.3522447,0.519111249,-0.232741702,0.2942555,-0.109757782,NA,NA,NA,NA,NA,NA,mannosan,446,505,1714.634146,1706,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",652,667,NA,C13H26BNO6Si,331,limonox_S_blob_1120,611,672,1718,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1202_0046_blob_1263,0.000614877,-0.038528108,0.359347778,0.209522226,0.398975203,0.3358451,0.093866139,-0.201808524,-0.376961024,0.091814375,0.576778507,0.750713582,0.536282004,a-Amyrin,839,845,3479.120879,3479,"a-Amyrin, TMS derivative",816,826,3406,C33H58OSi,498,apin_ox_S_blob_592,386,524,NA,-0.068931385,0.848823586,NA,0.967692622,0.908226189,0.75565119,-0.036138586,0.002733752,-0.110552564,-0.16619675,0.094730018,-0.12479615,0.061013357,NA,-0.907467804,0.053175177,-0.148042841,NYC,,,,,,,
1202_0046_blob_1249,0.000128531,0.213685526,0.365770046,0.486742626,-0.034011152,0.462070407,0.105878376,NA,NA,NA,NA,NA,NA,C7 acid,471,618,2216.129032,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",692,702,NA,C28H50O4Si2,506,limonox_S_blob_687,471,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1246,0.000263752,0.76983771,0.547139094,0.41881361,0.22221132,0.533423343,0.14114757,NA,NA,NA,NA,NA,NA,C12 diacid,482,542,2127.941176,2120,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",714,770,NA,C13H26BNO6Si,331,limonox_S_blob_905,591,724,2120,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1202_0046_blob_1236,3.36E-05,0.885138788,0.738999317,-0.863555181,0.751584052,-0.138410514,0.080851089,0.230310883,0.827987186,-0.212946464,0.021065093,0.156328329,-0.464623384,C7 acid,556,579,1581.420765,NA,"Tripropylene glycol monomethyl ether, TMS derivative",775,814,NA,C13H30O4Si,278,apin_ox_S_blob_572,530,586,1565,0.43775947,0.159626748,NA,0.446753142,0.948275474,0.511700754,0.559732641,0.577114011,0.519231327,0.655830873,0.533760985,0.526967704,0,NA,-1,0,0.476249157,NYC,,,,,,,
1202_0046_blob_1222,0.000249871,0.453955327,-0.0386866,0.518652789,0.192069374,0.409006347,-0.17050037,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllinic acid, TMS",462,596,2110.294118,2127,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",612,685,NA,C12H27BO5Si2,318,bcp_ox_L_blob_787,559,619,2100,0,-1,NA,-1,-1,-1,-1,-1,0,-1,1,0,0,NA,0,1,1,NYC,,,,,,,
1202_0046_blob_1218,0.000242755,0.791621709,0.442627301,0.321307973,0.219717256,0.577687787,0.19100516,NA,NA,NA,NA,NA,NA,C7 acid,406,534,2025,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,785,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,431,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,,,,,,,
1202_0046_blob_1210,6.51E-05,0.091722915,0.440511446,0.370956058,-0.043934654,0.416632807,0.260504343,NA,NA,NA,NA,NA,NA,C7 acid,377,519,1995.945946,NA,"Silane, [[(3ﬂ,11ﬂ,20S)-pregn-5-ene-3,11,17,20-tetrayl]tetrakis(oxy)]tetrakis[trimethyl-",605,613,NA,C33H66O4Si4,638,limonox_S_blob_788,437,516,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1202_0046_blob_1177,0.000171708,0.570927438,0.416117308,-0.249725519,-0.133165309,-0.178188219,-0.285255542,0.392890294,0.751409156,-0.509205759,-0.454332423,-0.157718006,-0.652420668,C7 acid,404,553,2008.823529,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",715,753,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,443,631,NA,0.788742373,-0.095094765,NA,0.442908373,0.218243445,0.822133329,0.808774508,0.873880923,0.86511131,0.852066629,0.781151598,0.811183387,0,NA,1,0,0.749026745,NYC,,,,,,,
1202_0046_blob_1144,0.000274256,0.632338368,0.525666355,0.331055571,-0.01743633,0.321720238,-0.094398725,0.708238271,0.82978548,-0.133099285,0.188717738,0.166437554,-0.175073346,bisabolol,507,556,1765.853659,1770,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",696,715,NA,C13H26BNO6Si,331,limonox_L_blob_637,640,697,1774,0.536878444,0.094532881,NA,0.105832989,0.556582509,0.536274518,0.552017438,0.653176356,0.699982338,0.832164904,0.470819015,0.800213169,0,NA,0,-1,0.613325039,NYC,,,,,,,
1202_0046_blob_1142,0.000333038,0.444473372,0.484027901,0.433772773,0.016098606,0.380095254,0.075992947,-0.28483222,-0.462000029,0.072032961,0.712523553,0.848795939,0.710318785,pinic acid 1,542,609,1687.804878,1692,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",679,691,NA,C13H26BNO6Si,331,limonox_S_blob_860,646,698,1684,-0.138557087,0.914380217,NA,0.959901367,0.880889899,0.868514916,-0.173295009,-0.122560567,0.069691986,-0.251774945,0.222049927,-0.092533748,0,NA,1,0.107315316,0.097675962,NYC,,,,,,,
1202_0046_blob_1139,0.000155411,-0.344941623,-0.041827696,-0.343568724,-0.306270909,-0.351493101,-0.412983632,-0.022911744,0.773552199,0.583792191,-0.385731304,-0.454457795,-0.009286796,C7 acid,385,522,1856.756757,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",630,738,NA,C13H26BNO6Si,331,limonox_S_blob_659,515,624,1861,-0.038286186,-0.518779494,NA,-0.479748535,-0.237530783,0.190070181,0.391292564,0.400749027,0.002717244,0.748811589,0.720291541,-0.053740288,0,NA,1,-1,0.651053676,NYC,,,,,,,
