"","Compound.Name","assigned_cluster_1","anthro_influenced_1","influence_type_1","notes_1","assigned_cluster_2","anthro_influenced_2","influence_type_2","notes_2","ES_Comp_Name","Tracer_key","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","cumsum_ISrawnorm","vol_frac_1","vol_frac_2"
"772","1202_1412_blob_1571",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",730,"bcp_ox_L_blob_758",441,1.99856467265206e-06,0.172096192979959,NA
"773","1202_1412_blob_1566",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",NA,NA,NA,NA,NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",596,"limonox_S_blob_593",592,4.87503125019219e-05,0.0633705834493537,NA
"774","1202_1412_blob_1563",12,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,"limonox_S_blob_583",519,1.29248886089551e-06,0.0649182550729844,NA
"775","1202_1412_blob_1554",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"13-Retinoic acid, (Z)-, TMS derivative",611,"limonox_S_blob_1216",220,1.12664924065656e-05,0.043048536918008,NA
"776","1202_1412_blob_1547",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Pentane-2,2-dicarboxylic acid, bis(trimethylsilyl) ester",659,"myrc_ox_L_blob_609",613,9.50566895583613e-05,0.172096192979959,0.230717631063636
"777","1202_1412_blob_1537",10,TRUE,"BB","Levoglucosan here",NA,NA,NA,NA,NA,NA,"Prost-13-en-1-oic acid, 9-(methoxyimino)-11,15-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester, (8.xi.,12.xi.)-",642,"bcp_ox_L_blob_704",499,1.22768057807657e-06,0.10139608802959,NA
"778","1202_1412_blob_1536",6,TRUE,"BB",NA,NA,NA,NA,NA,NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",679,"limonox_S_blob_685",578,7.00245888628702e-07,0.0231549757315948,NA
"779","1202_1412_blob_1529",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",685,"limonox_S_blob_583",467,4.2508632822568e-05,0.172096192979959,NA
"780","1202_1412_blob_1514",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,"limonox_S_blob_706",556,1.23067177929665e-05,0.172096192979959,NA
"781","1202_1412_blob_1513",10,TRUE,"BB","Levoglucosan here",NA,NA,NA,NA,NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",640,"limonox_S_blob_687",460,3.44137659360932e-05,0.10139608802959,NA
"782","1202_1412_blob_1505",13,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",682,"limonox_S_blob_583",553,3.16313499191202e-05,0.0242284099717432,NA
"783","1202_1412_blob_1499",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"1-Phenyl-1-hepten-3-ol, (E)-, TMS derivative",607,"limonox_S_blob_1116",445,9.35831192916877e-06,0.043048536918008,NA
"784","1202_1412_blob_1498",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",688,"limonox_S_blob_687",443,3.33897581414585e-06,0.172096192979959,NA
"785","1202_1412_blob_1496",13,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",636,"limonox_L_blob_598",683,1.96621959216811e-06,0.0242284099717432,NA
"786","1202_1412_blob_1488",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"1,3-Dioxolo[4,5-c]pyran-7-ol, tetrahydro-2,2-dimethyl-4-methoxy-7-[5-(t-butyldimethylsilyloxy)-4-methyl-2-hexenyl-",630,"limonox_S_blob_847",481,7.54006818289539e-06,0.0339718247071164,NA
"787","1202_1412_blob_1480",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",659,"apin_ox_L_blob_544",595,2.7215205772424e-05,0.172096192979959,0.117693231121791
"788","1202_1412_blob_1471",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"a-D-Mannopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",618,"limonox_S_blob_701",429,2.87671391881827e-05,0.043048536918008,NA
"789","1202_1412_blob_1459",12,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",575,"limonox_S_blob_701",433,1.10856341161633e-05,0.0649182550729844,NA
"790","1202_1412_blob_1458",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",700,"myrc_ox_L_blob_630",616,1.19302056618995e-05,0.043048536918008,NA
"791","1202_1412_blob_1448",12,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",655,"limonox_S_blob_823",627,1.21330360926988e-05,0.0649182550729844,NA
"792","1202_1412_blob_1445",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"4-Trimethylsilyloxy-3-heptene",634,"myrc_ox_L_blob_556",578,1.5193274781077e-05,0.043048536918008,0.117693231121791
"793","1202_1412_blob_1443",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,"limonox_S_blob_687",449,6.22588295731553e-05,0.172096192979959,NA
"794","1202_1412_blob_1438",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"Hexylmalonic acid, bis(trimethylsilyl)- ester",595,"apin_ox_L_blob_529",515,2.92100382010194e-06,0.172096192979959,NA
"795","1202_1412_blob_1437",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"10-Methyl-8-tetradecen-1-ol acetate",568,"bcp_ox_L_blob_678",515,2.84555894097896e-06,0.172096192979959,NA
"796","1202_1412_blob_1431",10,TRUE,"BB","Levoglucosan here",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,"limonox_S_blob_701",432,9.64591689711066e-05,0.10139608802959,NA
"797","1202_1412_blob_1424",10,TRUE,"BB","Levoglucosan here",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",711,"bcp_ox_L_blob_609",521,1.14271066826739e-05,0.10139608802959,NA
"798","1202_1412_blob_1414",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",NA,NA,NA,NA,NA,NA,"Prednisolone Acetate",611,"limonox_S_blob_905",521,3.66904178743474e-06,0.0633705834493537,NA
"799","1202_1412_blob_1395",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",613,"limonox_L_blob_552",643,3.13960393699398e-05,0.172096192979959,NA
"800","1202_1412_blob_1392",13,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",729,"limonox_S_blob_888",622,5.2036045315178e-05,0.0242284099717432,NA
"801","1202_1412_blob_1372",6,TRUE,"BB",NA,NA,NA,NA,NA,NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",697,"limonox_S_blob_685",578,1.74514676642089e-05,0.0231549757315948,NA
"802","1202_1412_blob_1369",12,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",698,"limonox_S_blob_649",613,3.29798411948133e-05,0.0649182550729844,NA
"803","1202_1412_blob_1352",7,FALSE,NA,"total myserty",NA,NA,NA,NA,NA,NA,"1-Hexadecanol, 2-methyl-",668,"myrc_ox_L_blob_627",560,2.20645582851379e-06,0.057495434307447,NA
"804","1202_1412_blob_1348",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",634,"limonox_S_blob_701",412,3.76007611060465e-05,0.043048536918008,NA
"805","1202_1412_blob_1344",12,TRUE,"UP",NA,7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",677,"limonox_S_blob_905",501,3.12671045897616e-05,0.0649182550729844,0.117693231121791
"806","1202_1412_blob_1343",10,TRUE,"BB","Levoglucosan here",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",719,"limonox_S_blob_788",448,2.6293988082245e-05,0.10139608802959,NA
"807","1202_1412_blob_1342",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",724,"limonox_S_blob_847",591,5.59995212894777e-05,0.043048536918008,0.117693231121791
"808","1202_1412_blob_1341",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",702,"limonox_S_blob_905",479,5.13715997465638e-05,0.043048536918008,NA
"809","1202_1412_blob_1339",10,TRUE,"BB","Levoglucosan here",NA,NA,NA,NA,NA,NA,"Acetic acid, 4,5-dihydroxy-10,13-dimethyl-3-oxohexadecahydrocyclopenta[a]phenanthren-17-yl ester",642,"bcp_ox_L_blob_988",417,3.74215231229943e-05,0.10139608802959,NA
"810","1202_1412_blob_1333",5,FALSE,NA,"IEPOX and LOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",594,"limonox_L_blob_615",824,2.5773715814116e-05,0.020926692898477,0.117693231121791
"811","1202_1412_blob_1332",5,FALSE,NA,"IEPOX and LOOOA",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"7-Hydroxy-9-[2-(3-hydroxy-hept-6-enyl)-[1,3]dithian-2-yl]-non-4-ynoic acid",585,"bcp_ox_L_blob_989",584,2.35949657675265e-05,0.020926692898477,0.0424769087931355
"812","1202_1412_blob_1325",13,TRUE,"UP",NA,1,FALSE,NA,"some anthro influence and IEPOX but none strong",NA,NA,"1,3-Dioxolane-4-prop-2-enoic acid, 2,2-dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)propyl]-, methyl ester",623,"limonox_S_blob_672",613,7.07460375623037e-05,0.0242284099717432,0.0205401784224247
"813","1202_1412_blob_1309",10,TRUE,"BB","Levoglucosan here",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",720,"limonox_S_blob_665",676,4.53516475413195e-05,0.10139608802959,0.117693231121791
"814","1202_1412_blob_1280",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",634,"limonox_S_blob_802",634,3.27681980167145e-05,0.172096192979959,0.117693231121791
"815","1202_1412_blob_1274",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,"limonox_S_blob_788",457,0.000113189767890686,0.043048536918008,NA
"816","1202_1412_blob_1268",13,TRUE,"UP",NA,5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",633,"limonox_S_blob_687",453,2.62369972800597e-05,0.0242284099717432,0.0424769087931355
"817","1202_1412_blob_1266",5,FALSE,NA,"IEPOX and LOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"ﬂ-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",582,"limonox_L_blob_554",537,7.92592948947572e-05,0.020926692898477,0.117693231121791
"818","1202_1412_blob_1263",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",724,"limonox_L_blob_589",583,7.20287319316906e-05,0.043048536918008,0.117693231121791
"819","1202_1412_blob_1255",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",657,"limonox_S_blob_720",636,2.09202597060981e-05,0.172096192979959,0.230717631063636
"820","1202_1412_blob_1251",13,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"Butanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5a-hydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-6,11-dioxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-5-yl ester, [1aR-(1aa,2a,5ﬂ,5aﬂ,8aa,9a,10aa)]-",631,"apin_ox_S_blob_592",397,6.87098177448972e-05,0.0242284099717432,NA
"821","1202_1412_blob_1246",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",722,"limonox_S_blob_649",670,3.04271140109059e-05,0.172096192979959,0.117693231121791
"822","1202_1412_blob_1241",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",618,"limonox_S_blob_823",629,0.000120866264462064,0.0649182550729844,0.230717631063636
"823","1202_1412_blob_1238",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,"myrc_ox_L_blob_670",663,4.64771153854482e-05,0.172096192979959,0.117693231121791
"824","1202_1412_blob_1219",12,TRUE,"UP",NA,7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",650,"limonox_L_blob_600",633,9.63139844688746e-05,0.0649182550729844,0.117693231121791
"825","1202_1412_blob_1210",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"D-(-)-Citramalic acid, 3TMS derivative",788,"apin_ox_L_blob_619",572,4.39891330315519e-05,0.172096192979959,0.230717631063636
"826","1202_1412_blob_1207",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",658,"limonox_S_blob_701",481,7.0372712729892e-05,0.172096192979959,0.230717631063636
"827","1202_1412_blob_1196",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",749,"limonox_S_blob_685",585,0.000123924886330089,0.043048536918008,0.230717631063636
"828","1202_1412_blob_1193",11,TRUE,"UP","Phthalic acid here; also some bb influence",6,FALSE,NA,"no strong corr with anything, a tiny bit with IEPOX",NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",624,"myrc_ox_L_blob_727",646,5.14433581427807e-05,0.172096192979959,0.0254276438988571
"829","1202_1412_blob_1191",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"Ethyltrimethylsilyl dipropylmalonate",641,"limonox_S_blob_733",684,0.000255388454018985,0.172096192979959,0.117693231121791
"830","1202_1412_blob_1181",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",680,"bcp_ox_L_blob_989",528,9.135556297313e-06,0.172096192979959,NA
"831","1202_1412_blob_1178",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",673,"apin_ox_L_blob_567",810,0.000334856518704111,0.172096192979959,0.117693231121791
"832","1202_1412_blob_1169",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",691,"limonox_S_blob_788",513,5.10152974949151e-05,0.043048536918008,NA
"833","1202_1412_blob_1163",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",678,"myrc_ox_L_blob_548",498,7.49736565632976e-05,0.0466785412509809,0.0424769087931355
"834","1202_1412_blob_1161",6,TRUE,"BB",NA,NA,NA,NA,NA,NA,NA,"3,4,7,8-Tetraazatricyclo[4.2.2.0(1,5)]dec-9-ene-3,4:7,8-bis(N-methyldicarboximide), 2,2-diphenyl-",626,"myrc_ox_L_blob_548",418,2.38958507278705e-05,0.0231549757315948,NA
"835","1202_1412_blob_1157",13,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",664,"limonox_S_blob_725",625,8.63198522971747e-07,0.0242284099717432,NA
"836","1202_1412_blob_1152",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",766,"bcp_ox_L_blob_678",629,1.23942678738052e-05,0.0466785412509809,NA
"837","1202_1412_blob_1125",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Ethylmethylmalonic acid, bis(trimethylsilyl) ester",634,"myrc_ox_L_blob_640",591,5.48385869314024e-05,0.172096192979959,0.230717631063636
"838","1202_1412_blob_1120",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",710,"apin_ox_S_blob_616",622,6.88373094826708e-05,0.172096192979959,0.117693231121791
"839","1202_1412_blob_1108",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",722,"limonox_S_blob_788",464,0.000148698001069615,0.172096192979959,0.117693231121791
"840","1202_1412_blob_1106",NA,NA,NA,NA,7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"2-2'-Diphenic acid, di(trimethylsilyl) ester",681,"limonox_S_blob_905",474,2.45646230872616e-05,NA,0.117693231121791
"841","1202_1412_blob_1098",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",732,"limonox_S_blob_847",603,5.44341566980284e-05,0.172096192979959,NA
"842","1202_1412_blob_1090",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",9,FALSE,NA,"decent MOOOA correlation",NA,NA,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",613,"limonox_S_blob_716",535,6.45118368709832e-06,0.043048536918008,0.017819936581507
"843","1202_1412_blob_1087",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,"limonox_S_blob_687",444,4.15729968769514e-05,0.172096192979959,0.230717631063636
"844","1202_1412_blob_1076",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"5,8-Dihydroxy-4a-methyl-3,4,4b,5,6,7,8,8a,9,10-decahydrophenanthren-2-one, 2TMS derivative",644,"apin_ox_S_blob_708",650,4.06747493330925e-05,0.172096192979959,0.117693231121791
"845","1202_1412_blob_1073",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",673,"limonox_L_blob_554",606,3.50375193349079e-05,0.172096192979959,NA
"846","1202_1412_blob_1067",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"Ethyltrimethylsilyl dipropylmalonate",645,"limonox_S_blob_814",606,7.75696485085737e-05,0.172096192979959,0.117693231121791
"847","1202_1412_blob_1066",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,"limonox_S_blob_705",618,0.000680996456064645,0.043048536918008,0.117693231121791
"848","1202_1412_blob_1064",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",745,"limonox_S_blob_823",664,0.00011607502280497,0.043048536918008,0.230717631063636
"849","1202_1412_blob_1054",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Acetopyruvic acid, tris(trimethylsilyl)-",629,"myrc_ox_L_blob_640",600,0.000116378590400004,0.0633705834493537,0.230717631063636
"850","1202_1412_blob_1051",12,TRUE,"UP",NA,7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"4,6-Diketooctanoic acid,O,O'- bis(trimethylsilyl)",640,"limonox_S_blob_648",631,0.000357409680278213,0.0649182550729844,0.117693231121791
"851","1202_1412_blob_1044",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",759,"limonox_S_blob_685",646,0.000165235513193532,0.172096192979959,0.117693231121791
